Primary_Key	School Number	School Year	School Name	Official School Name	LEA Number	LEA Name	Name Prefix Description	Principal First Name	Principal Middle Name	Principal Last Name	Principal Name Suffix	Address Line1	Address Line2	City	State	Zip Code 5	Zip Code 4	Phone Office Area	Phone Office Exch	Phone Office Line	Phone Fax Area	Phone Fax Exch	Phone Fax Line 	Mailing Address Line1	Mailing Address Line2	Mailing City	Mailing State	Mailing Zip Code 5	Mailing Zip Code 4	URL School Address	Sch Operational Status	Sch Operational Status Desc	Opening Effective Date	Closing Date	School Type	School Type Desc	School Program Type	School Program Type Desc	Grade Level Current	Grade Level Approved	Grade Level First Year	Title I	School Calendar Type	School Calendar Description	Extended Hours	School Schedule Type	School Schedule Type Desc	School Designation Type	School Designation Desc	Virtual Status	SBE Region	SBE Region Names	Accreditation Status	Accreditation Status Desc	Federal School Number	College Board Number	School Membership	School Year For Sch Membership	School Teacher Count	School Year For Teachers	Cooperative Innovative HS	Cooperative MMYYYY SBE Approve	First Yr Est ADM	First Yr Est Paid Teacher FTE	Newly Constructed Facility	Occupancy Date	What Facility Will Sch Occupy	Share Space	Share Space Describe	New Sch Population From	List Of Closing Schools	County Code	County Description	Opening In School Year	Locale Type	Locale Type Desc	School Closings?	School Systartstatus	Record Created Timestamp	Record Created By	Last Changed Timestamp	Last Changed By
01C0002019	01C000	2019	Clover Garden	Clover Garden	01C	Clover Garden	Mrs	Heather	-	Vereyken	-	2454 Altamahaw Union Ridge Road	-	Burlington	NC	27217	-	336	586	9440	336	586	9477	-	-	-	-	-	-	http://www.cgsnc.org	1	Open	30-JUN-01	-	R	Regular School	N	None	KG:01:02:03:04:05:06:07:08:09:10:11:12	KG:01:02:03:04:05:06:07:08:09:10:11:12	-	-	T	Traditional	-	S	Semester	C	Charter	NOTVIRTUAL	5	Piedmont Triad	-	-	370011602565	340507	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	001	Alamance	-	41	Rural, Fringe	-	1	04-23-2010 02:49PM	EDDIE	08-04-2018 02:03PM	heather_vereyken1
01D0002019	01D000	2019	The Hawbridge School	The Hawbridge School	01D	The Hawbridge School	Ms	Mya	-	Ciccotti	-	1735 Saxapahaw Bethlehem Church Rd	-	Saxapahaw	NC	27340	-	336	376	1122	336	376	6996	PO Box 40	-	Saxapahaw	NC	27340	-	http://www.thehawbridgeschool.org	1	Open	01-JUL-04	-	R	Regular School	N	None	04:05:06:07:08:09:10:11:12	04:05:06:07:08:09:10:11:12	-	-	T	Traditional	-	S	Semester	C	Charter	NOTVIRTUAL	5	Piedmont Triad	ST	State	370013202703	340648	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	001	Alamance	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	08-18-2017 08:29AM	kenny_moles
0203022019	020302	2019	Alexander Central High	Alexander Central High	020	Alexander County Schools	Mr	Gordon	-	Palmer	-	223 School Drive	-	Taylorsville	NC	28681	2399	828	632	7063	828	632	5387	-	-	-	-	-	-	http://www.alexander.k12.nc.us/alexandercentral	1	Open	30-JUN-90	-	R	Regular School	N	None	09:10:11:12	-	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	SA	SACS	370009000028	343938	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	002	Alexander	-	41	Rural, Fringe	-	1	04-23-2010 02:49PM	EDDIE	08-07-2014 05:53PM	debra_watts
0203032019	020303	2019	Alexander Early College	Alexander Early College	020	Alexander County Schools	Mr	Jason	-	Evans	-	230 Industrial Blvd	-	Taylorsville	NC	28681	-	828	632	8221	828	632	8544	700 Liledoun Road	-	Taylorsville	NC	28681	-	http://www.alexander.k12.nc.us/aec	1	Open	01-JUL-16	-	R	Regular School	E	Early College	09:10:11	09:10:11:12:13	09	-	M	Modified	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	-	-	370009003396	340080	-	-	-	-	Y	042016	65	4	N	-	Catawba Valley Community College - Alexander Campus 	Y	Catawba Valley Community College - Alexander Campus is providing classroom and office space for our early college program.	School 020302 - Alexander Central High 	-	002	Alexander	2016	41	Rural, Fringe	N	-	05-04-2016 09:33AM	debra_watts	07-09-2018 02:30PM	debra_watts
0203042019	020304	2019	Bethlehem Elementary	Bethlehem Elementary	020	Alexander County Schools	Mrs	Charmion	-	Frizsell	-	7900 NC Hwy 127	-	Taylorsville	NC	28681	9756	828	495	8198	828	495	2580	-	-	-	-	-	-	http://www.alexander.k12.nc.us/bethlehem	1	Open	30-JUN-90	-	R	Regular School	N	None	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	-	-	370009000029	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	002	Alexander	-	41	Rural, Fringe	-	1	04-23-2010 02:49PM	EDDIE	09-11-2015 09:00AM	debra_watts
0203062019	020306	2019	East Alexander Middle	East Alexander Middle	020	Alexander County Schools	Dr	Lisa	D	Harrington	-	1285 White Plains Road	-	Hiddenite	NC	28636	9802	828	632	7565	828	632	4508	-	-	-	-	-	-	http://www.alexander.k12.nc.us/eastalexander	1	Open	30-JUN-90	-	R	Regular School	N	None	06:07:08	-	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	-	-	370009002148	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	002	Alexander	-	41	Rural, Fringe	-	1	04-23-2010 02:49PM	EDDIE	08-07-2014 05:54PM	debra_watts
0203082019	020308	2019	Ellendale Elementary	Ellendale Elementary	020	Alexander County Schools	Mrs	Crystal	B	Hoke	-	175 Ellendale Park Lane	-	Taylorsville	NC	28681	9570	828	632	4866	828	632	4912	-	-	-	-	-	-	http://www.alexander.k12.nc.us/ellendale	1	Open	30-JUN-90	-	R	Regular School	N	None	KG:01:02:03:04:05	KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	-	-	370009000032	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	002	Alexander	-	41	Rural, Fringe	-	1	04-23-2010 02:49PM	EDDIE	03-13-2017 01:28PM	debra_watts
0203162019	020316	2019	Hiddenite Elementary	Hiddenite Elementary	020	Alexander County Schools	Mr	Charles	-	Draper	-	374 Sulphur Springs Road	-	Hiddenite	NC	28636	9764	828	632	2503	828	635	0656	-	-	-	-	-	-	http://www.alexander.k12.nc.us/hiddenite	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02:03:04:05	-	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	-	-	370009000031	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	002	Alexander	-	41	Rural, Fringe	-	1	04-23-2010 02:49PM	EDDIE	08-07-2014 05:55PM	debra_watts
0203202019	020320	2019	Stony Point Elementary	Stony Point Elementary	020	Alexander County Schools	Mr	Andrew	B	Palmer	-	311 Stony Point School Road	-	Stony Point	NC	28678	-	704	585	6981	704	585	6812	-	-	-	-	-	-	http://www.alexander.k12.nc.us/stonypoint	1	Open	30-JUN-90	-	R	Regular School	N	None	P3:PK:KG:01:02:03:04:05	-	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	-	-	370009000033	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	002	Alexander	-	41	Rural, Fringe	-	1	04-23-2010 02:49PM	EDDIE	09-04-2014 08:56AM	debra_watts
0203242019	020324	2019	Sugar Loaf Elementary	Sugar Loaf Elementary	020	Alexander County Schools	Mr	Cary	B	Cash	-	3600 NC Hwy 16N	-	Taylorsville	NC	28681	9126	828	632	2192	828	635	1742	-	-	-	-	-	-	http://www.alexander.k12.nc.us/sugarloaf	1	Open	30-JUN-90	-	R	Regular School	N	None	KG:01:02:03:04:05	-	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	-	-	370009000034	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	002	Alexander	-	41	Rural, Fringe	-	1	04-23-2010 02:49PM	EDDIE	08-07-2014 05:56PM	debra_watts
0203282019	020328	2019	Taylorsville Elementary	Taylorsville Elementary	020	Alexander County Schools	Ms	Janel	C	Lingle	-	100 7th Street SW	-	Taylorsville	NC	28681	2409	828	632	3072	828	632	0276	-	-	-	-	-	-	http://www.alexander.k12.nc.us/taylorsville	1	Open	30-JUN-90	-	R	Regular School	N	None	P3:PK:KG:01:02:03:04:05	P3:PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	-	-	370009000030	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	002	Alexander	-	41	Rural, Fringe	-	1	04-23-2010 02:49PM	EDDIE	09-11-2015 09:02AM	debra_watts
0203302019	020330	2019	West Alexander Middle	West Alexander Middle	020	Alexander County Schools	Dr	Chad	E	Maynor	-	85 Bulldog Lane	-	Taylorsville	NC	28681	9538	828	495	4611	828	495	3527	-	-	-	-	-	-	http://www.alexander.k12.nc.us/westalexander	1	Open	30-JUN-90	-	R	Regular School	N	None	06:07:08	-	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	-	-	370009000035	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	002	Alexander	-	41	Rural, Fringe	-	1	04-23-2010 02:49PM	EDDIE	08-07-2014 05:58PM	debra_watts
0203322019	020332	2019	Wittenburg Elementary	Wittenburg Elementary	020	Alexander County Schools	Mrs	Mary	M	Brown	-	7300 Church Road	-	Taylorsville	NC	28681	8818	828	632	2395	828	635	0405	-	-	-	-	-	-	http://www.alexander.k12.nc.us/wittenburg	1	Open	30-JUN-90	-	R	Regular School	N	None	P3:PK:KG:01:02:03:04:05	-	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	-	-	370009000036	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	002	Alexander	-	41	Rural, Fringe	-	1	04-23-2010 02:49PM	EDDIE	09-04-2014 08:57AM	debra_watts
0303042019	030304	2019	Alleghany High	Alleghany High	030	Alleghany County Schools	Mr	Scott 	-	Carter	-	404 Trojan Avenue	-	Sparta	NC	28675	-	336	372	4554	336	372	2680	-	-	-	-	-	-	http://www.alleghany.k12.nc.us/ahs	1	Open	30-JUN-90	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	-	-	370012000037	343700	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	003	Alleghany	-	43	Rural, Remote	-	1	04-23-2010 02:49PM	EDDIE	09-11-2018 10:45AM	leslie_clark
0303082019	030308	2019	Glade Creek Elementary	Glade Creek Elementary	030	Alleghany County Schools	Dr	Gerald 	-	Miller	-	32 Glade Creek Sch Road	-	Ennice	NC	28623	-	336	657	3388	336	657	3435	-	-	-	-	-	-	http://www.alleghany.k12.nc.us/gcs	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02:03:04:05:06:07:08	PK:KG:01:02:03:04:05:06:07:08	-	-	T	Traditional	-	Q	Quarterly	P	Public	NOTVIRTUAL	7	Northwest	-	-	370012000038	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	003	Alleghany	-	43	Rural, Remote	-	1	04-23-2010 02:49PM	EDDIE	09-11-2018 10:45AM	leslie_clark
0303162019	030316	2019	Piney Creek Elementary	Piney Creek Elementary	030	Alleghany County Schools	Mr	Steve 	-	Hall	-	559 Piney Creek Sch Road	-	Piney Creek	NC	28663	-	336	359	2988	336	359	8246	-	-	-	-	-	-	http://www.alleghany.k12.nc.us/pcs	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02:03:04:05:06:07:08	PK:KG:01:02:03:04:05:06:07:08	-	-	T	Traditional	-	Q	Quarterly	P	Public	NOTVIRTUAL	7	Northwest	-	-	370012000039	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	003	Alleghany	-	43	Rural, Remote	-	1	04-23-2010 02:49PM	EDDIE	09-11-2018 10:46AM	leslie_clark
0303202019	030320	2019	Sparta Elementary	Sparta Elementary	030	Alleghany County Schools	Mr	Dustin	-	Webb	-	450 N Main Street	-	Sparta	NC	28675	-	336	372	8546	336	372	8732	-	-	-	-	-	-	http://www.alleghany.k12.nc.us./ses	1	Open	30-JUN-90	-	R	Regular School	N	None	PK:KG:01:02:03:04:05:06:07:08	PK:KG:01:02:04:05:06:07:08	-	-	T	Traditional	-	Q	Quarterly	P	Public	NOTVIRTUAL	7	Northwest	-	-	370012000040	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	003	Alleghany	-	43	Rural, Remote	-	1	04-23-2010 02:49PM	EDDIE	09-11-2018 10:47AM	leslie_clark
0403042019	040304	2019	Anson Co. Early College High	Anson County Early College High School	040	Anson County Schools	Mrs	Carri	B	Decker	-	177 Ledbetter Street	-	Polkton	NC	28135	-	704	272	5396	704	272	6155	-	-	-	-	-	-	http://www.ansonschools.org	1	Open	02-JUL-05	-	R	Regular School	E	Early College	09:10:11:12:13	09:10:11:12:13	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	-	-	370018002748	343131	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	004	Anson	-	32	Town, Distant	-	1	04-23-2010 02:49PM	EDDIE	07-07-2015 09:24AM	anne_hyatt
0403052019	040305	2019	Anson Academy	Anson Academy	040	Anson County Schools	Ms	Fannie	-	Ratliff	-	118 N. Ashe Street	-	Wadesboro	NC	28170	-	704	694	7447	704	994	3675	-	-	-	-	-	-	http://www.ansonschools.org	1	Open	30-JUN-98	-	A	Alternative Education	N	None	07:08:09:10:11:12	07:08:09:10:11:12	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	-	-	370018002367	344081	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	004	Anson	-	32	Town, Distant	-	1	04-23-2010 02:49PM	EDDIE	12-13-2016 09:02AM	anne_hyatt
0403062019	040306	2019	Anson High School	Anson High School	040	Anson County Schools	Mr	Chris	-	Stinson	-	96 Anson High School Road	-	Wadesboro	NC	28170	-	704	694	9301	704	694	4570	-	-	-	-	-	-	http://ahs.ansonschools.org/home.aspx	1	Open	30-JUN-97	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370018002054	344080	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	004	Anson	-	32	Town, Distant	-	1	04-23-2010 02:49PM	EDDIE	07-07-2015 09:24AM	anne_hyatt
0403082019	040308	2019	Ansonville Elementary	Ansonville Elementary School	040	Anson County Schools	Mr	Michael	-	Vetter	-	9104 Hwy 52 N	-	Ansonville	NC	28007	-	704	826	8337	704	826	6136	9104 Hwy 52 N	-	Wadesboro	NC	28170	-	http://aes.ansonschools.org/home.aspx	1	Open	30-JUN-90	-	R	Regular School	N	None	KG:01:02:03:04:05	KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370018000042	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	004	Anson	-	32	Town, Distant	-	1	04-23-2010 02:49PM	EDDIE	08-02-2018 10:54AM	anne_hyatt
0403092019	040309	2019	Anson Middle	Anson Middle School	040	Anson County Schools	Ms	Danielle	-	Blount	-	832 US Hwy 52 N	-	Wadesboro	NC	28170	-	704	694	3945	704	694	5209	-	-	-	-	-	-	http://ams.ansonschools.org/home.aspx	1	Open	30-JUN-97	-	R	Regular School	N	None	06:07:08	06:07:08	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370018002056	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	004	Anson	-	32	Town, Distant	-	1	04-23-2010 02:49PM	EDDIE	07-10-2017 03:20PM	anne_hyatt
0403112019	040311	2019	Wadesboro Primary	Wadesboro Primary School	040	Anson County Schools	Mr	Fred	-	Davis	-	1542 Hwy 52 S	-	Wadesboro	NC	28170	-	704	694	4423	704	695	1490	-	-	-	-	-	-	http://wps.ansonschools.org/home.aspx	1	Open	30-JUN-90	-	R	Regular School	N	None	KG:01:02:03	KG:01:02:03	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370018000044	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	004	Anson	-	32	Town, Distant	-	1	04-23-2010 02:49PM	EDDIE	07-10-2017 03:14PM	anne_hyatt
0403162019	040316	2019	Lilesville Elementary	Lilesville Elementary School	040	Anson County Schools	Dr	Joshua	-	McLaurin	-	121 Camden Street	-	Lilesville	NC	28091	-	704	848	4975	704	848	4205	-	-	-	-	-	-	http://les.ansonschools.org/home.aspx	1	Open	30-JUN-90	-	R	Regular School	N	None	KG:01:02:03:04:05	KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370018000049	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	004	Anson	-	32	Town, Distant	-	1	04-23-2010 02:49PM	EDDIE	08-02-2018 10:54AM	anne_hyatt
0403242019	040324	2019	Morven Elementary	Morven Elementary School	040	Anson County Schools	Ms	Dionnya	-	Pratt	-	6715 Hwy 52 S	-	Morven	NC	28119	-	704	851	9306	704	851	9308	-	-	-	-	-	-	http://mes.ansonschools.org/home.aspx	1	Open	30-JUN-90	-	R	Regular School	N	None	KG:01:02:03:04:05	KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370018000046	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	004	Anson	-	32	Town, Distant	-	1	04-23-2010 02:49PM	EDDIE	07-10-2017 03:21PM	anne_hyatt
0403282019	040328	2019	Peachland-Polkton Elem	Peachland-Polkton Elementary School	040	Anson County Schools	Mr	Travis	-	Steagall	-	9633 Hwy 74 W	-	Peachland	NC	28133	-	704	272	8061	704	272	9278	-	-	-	-	-	-	http://ppes.ansonschools.org/home.aspx	1	Open	30-JUN-94	-	R	Regular School	N	None	KG:01:02:03:04:05	KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370018000953	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	004	Anson	-	32	Town, Distant	-	1	04-23-2010 02:49PM	EDDIE	08-02-2018 10:55AM	anne_hyatt
0403302019	040330	2019	Wadesboro Elementary	Wadesboro Elementary School	040	Anson County Schools	Ms	Linda	-	McCormick	-	321 Camden Road	-	Wadesboro	NC	28710	-	704	694	9383	704	694	5816	-	-	-	-	-	-	http://wes.ansonschools.org/home	1	Open	30-JUN-90	-	R	Regular School	N	None	04:05	04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	6	Southwest	SA	SACS	370018000050	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	004	Anson	-	32	Town, Distant	-	1	04-23-2010 02:49PM	EDDIE	07-10-2017 03:00PM	anne_hyatt
0503022019	050302	2019	Ashe County High	Ashe County High	050	Ashe County Schools	Mrs	Amanda	-	Hipp	-	184 Campus Drive	-	West Jefferson	NC	28694	-	336	846	2400	336	846	2411	PO Box 450	-	West Jefferson	NC	28694	0450	http://www.ashe.k12.nc.us/achs/web/home/index.htm	1	Open	30-JUN-99	-	R	Regular School	N	None	09:10:11:12	09:10:11:12	-	-	T	Traditional	-	S	Semester	P	Public	SUPPVIRTUAL	7	Northwest	-	-	370021002425	344270	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	005	Ashe	-	43	Rural, Remote	-	1	04-23-2010 02:49PM	EDDIE	06-28-2018 02:29PM	sandy_rhodes
0503032019	050303	2019	Ashe County Early College High	Ashe County Early College High School	050	Ashe County Schools	Mrs	Sarah	Elaine	Cox	-	363 Campus Dr	-	West Jefferson	NC	28694	-	336	846	1881	-	-	-	-	-	-	-	-	-	-	3	New	01-JUL-18	-	R	Regular School	C	Cooperative Innovative High School	09:10	09:10:11:12:13	09:10	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	-	-	370021003474	341931	-	-	-	-	Y	062017	70	3	N	-	Wilkes Community College Ashe Campus	Y	School will be housed on Ashe Campus of Wilkes Community College	School 050302 - Ashe County High 	-	005	Ashe	2019	43	Rural, Remote	N	-	11-15-2017 03:36PM	sandy_rhodes	09-07-2018 01:41PM	sandy_rhodes
0503052019	050305	2019	Ashe County Middle	Ashe County Middle	050	Ashe County Schools	Mr	Dustin	-	Farmer	-	255 Northwest Lane	-	Warrensville	NC	28693	-	336	384	3591	336	384	2112	PO Box 259	-	Warrensville	NC	28693	0259	http://ashemiddle.ashe.k12.nc.us/	1	Open	30-JUN-99	-	R	Regular School	N	None	07:08	-	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	-	-	370021002426	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	005	Ashe	-	43	Rural, Remote	-	1	04-23-2010 02:49PM	EDDIE	05-03-2010 05:21PM	ADMIN
0503102019	050310	2019	Blue Ridge Elementary	Blue Ridge Elementary	050	Ashe County Schools	Ms	Callie	Y	Grubb	-	5778 NC Hwy 88 W	-	Warrensville	NC	28693	-	336	384	4500	336	384	4512	PO Box 229	-	Warrensville	NC	28693	0229	http://www.ashe.k12.nc.us/bres2/web/home.htm	1	Open	30-JUN-94	-	R	Regular School	N	None	KG:01:02:03:04:05:06	KG:01:02:03:04:05:06	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	-	-	370021000971	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	005	Ashe	-	43	Rural, Remote	-	1	04-23-2010 02:49PM	EDDIE	06-21-2017 01:56PM	sandy_rhodes
0503302019	050330	2019	Mountain View Elementary	Mountain View Elementary	050	Ashe County Schools	Mr	David	R	Blackburn	-	2789 Hwy 221 N	-	Jefferson	NC	28640	-	336	982	4200	336	982	4203	-	-	-	-	-	-	http://www.ashe.k12.nc.us/mves/web/home.htm	1	Open	11-DEC-90	-	R	Regular School	N	None	PK:KG:01:02:03:04:05:06	-	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	-	-	370021002284	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	005	Ashe	-	43	Rural, Remote	-	1	04-23-2010 02:49PM	EDDIE	10-29-2013 11:17AM	donna_phillips
0503352019	050335	2019	Westwood Elementary	Westwood Elementary	050	Ashe County Schools	Ms	Jennifer	-	Robinson	-	4083 US Hwy 221S	-	West Jefferson	NC	28694	-	336	877	2921	336	877	2932	-	-	-	-	-	-	-	1	Open	01-JUL-04	-	R	Regular School	N	None	KG:01:02:03:04:05:06	-	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	-	-	370021002704	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	005	Ashe	-	43	Rural, Remote	-	1	04-23-2010 02:49PM	EDDIE	03-07-2014 09:47AM	donna_phillips
0603022019	060302	2019	Avery County High	Avery County High School	060	Avery County Schools	Mr	Phillip	-	Little	-	401 Avery County High School Road	-	Newland	NC	28657	-	828	733	0151	828	733	1742	401 Avery County High School Road	-	Newland	NC	28657	1300	http://www.averyschools.net/schools/ahs.aspx	1	Open	30-JUN-90	-	R	Regular School	C	Cooperative Innovative High School	09:10:11:12	-	-	-	T	Traditional	-	B	Block	P	Public	NOTVIRTUAL	7	Northwest	SA	SACS	370030000081	342885	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	006	Avery	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	09-15-2014 03:09PM	libby_wise
0603042019	060304	2019	Banner Elk Elementary	Banner Elk Elementary School	060	Avery County Schools	Mr	Justin	-	Carver	-	155 Orchard Lane	-	Banner Elk	NC	28604	-	828	737	5700	828	898	6036	155 Orchard Lane	-	Banner Elk	NC	28604	0218	http://www.averyschools.net/schools/bes.aspx	1	Open	30-JUN-90	-	R	Regular School	N	None	P2:P3:PK:KG:01:02:03:04:05	P2:P3:PK:KG:01:02:03:04:05	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	SA	SACS	370030000082	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	006	Avery	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	09-12-2016 01:57PM	libby_wise
0603102019	060310	2019	Cranberry Middle	Cranberry Middle School	060	Avery County Schools	Mr	Ricky	-	Ward	-	6230 North Highway 19E	-	Elk Park	NC	28622	-	828	733	2932	828	733	6863	6230 North Highway 19E	-	Elk Park	NC	28622	-	http://www.averyschools.net/schools/cms.aspx	1	Open	30-JUN-96	-	R	Regular School	N	None	06:07:08	-	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	SA	SACS	370030001723	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	006	Avery	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	10-30-2013 02:37PM	leslie_laws
0603162019	060316	2019	Crossnore Elementary	Crossnore Elementary	060	Avery County Schools	Mr	Matthew	-	Bentley	-	1000 Walt Clark Road	-	Crossnore	NC	28616	-	828	737	7204	828	737	7209	PO Box 566	-	Crossnore	NC	28616	0056	http://www.averyschools.net/schools/ces.aspx	1	Open	30-JUN-90	-	R	Regular School	N	None	P3:PK:KG:01:02:03:04:05	-	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	SA	SACS	370030000084	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	006	Avery	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	09-04-2014 02:06PM	libby_wise
0603182019	060318	2019	Avery Middle	Avery Middle	060	Avery County Schools	Ms	Ruth	-	Shirley	-	102 Old Montezuma Road	-	Newland	NC	28657	-	828	733	0145	828	733	3506	102 Old Montezuma Road	-	Newland	NC	28657	0729	http://www.averyschools.net/schools/ams.aspx	1	Open	30-JUN-90	-	R	Regular School	N	None	06:07:08	-	-	-	T	Traditional	1	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	SA	SACS	370030000085	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	006	Avery	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	10-30-2013 02:31PM	leslie_laws
0603222019	060322	2019	Freedom Trail Elementary	Freedom Trail Elementary School	060	Avery County Schools	Mr	Ricky	-	Ward	-	6110 North US Hwy 19E	-	Elk Park	NC	28622	-	828	733	4744	828	733	6863	6110 North US Hwy 19E	-	Elk Park	NC	28622	-	http://www.averyschools.net/schools	1	Open	30-JUN-96	-	R	Regular School	N	None	P3:PK:KG:01:02:03:04:05	-	-	-	T	Traditional	-	S	Semester	P	Public	NOTVIRTUAL	7	Northwest	SA	SACS	370030001760	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	006	Avery	-	42	Rural, Distant	-	1	04-23-2010 02:49PM	EDDIE	09-04-2014 02:07PM	libby_wise
